organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method	biosample_score
Shigella sonnei		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	624	ARGOS_000010	v1.4	PRJNA231221	SAMN03996263	FDAARGOS_90		FDAARGOS_90		Not Applicable	Children's National Hospital	9/8/2013	USA:DC	stool	Not Applicable	FDA:FDAARGOS_90	Homo sapiens	5Y	Missing	Diarrhea	Missing	Missing	Missing	female	phenotypic identification	
Vibrio fluvialis		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	676	ARGOS_000010	v1.4	PRJNA231221	SAMN03996261	FDAARGOS_100		FDAARGOS_100		Not Applicable	FDA CFSAN	2004	USA:AK	oyster	Not Applicable	FDA:FDAARGOS_100	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST	
Bordetella pertussis			520	ARGOS_000010	v1.4	PRJNA231221	SAMN03996260	FDAARGOS_179		FDAARGOS_179		Not Applicable	ATCC <-- JM Besser	1999	USA:VA	nasopharyngial swab	Not Applicable	ATCC:BAA-1335D-5	Homo sapiens	10Y	Missing	Pertussis	Missing	Missing	Missing	female	PCR, DNA Sequencing	
Klebsiella quasipneumoniae		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	1463165	ARGOS_000010	v1.4	PRJNA231221	SAMN03996259	FDAARGOS_93		FDAARGOS_93		Not Applicable	ATCC <-- JM Swenson <-- MJ Ferraro <-- G Jacoby <-- H Dalton	1994	USA:VA	urine	Not Applicable	ATCC:700603	Homo sapiens	Missing	Missing	Urinary tract infection	Missing	Missing	Missing	Missing	culture	
Bordetella bronchiseptica		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella	518	ARGOS_000010	v1.4	PRJNA231221	SAMN03996258	FDAARGOS_176		FDAARGOS_176		Not Applicable	ATCC <<-- A Preston <<-- J F Miller	1994	USA:VA	naris of a 3-month-old rabbit	Not Applicable	ATCC:BAA-588D-5	New Zealand White rabbit	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	culture, 16S	
Vibrio alginolyticus		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	663	ARGOS_000010	v1.4	PRJNA231221	SAMN03996257	FDAARGOS_98		FDAARGOS_98		Not Applicable	FDA CFSAN	1991	USA: HI	seawater	Not Applicable	FDA:FDAARGOS_98	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST	
Bartonella henselae		cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Bartonellaceae; Bartonella	38323	ARGOS_000010	v1.4	PRJNA231221	SAMN03996256	FDAARGOS_175		FDAARGOS_175		Not Applicable	ATCC	1990	USA: VA	blood	Not Applicable	ATCC:49882D-5	Homo sapiens	Missing	Missing	HIV-positive, Fever	Missing	Missing	Missing	male	culture, 16S	
Vibrio harveyi		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group	669	ARGOS_000010	v1.4	PRJNA231221	SAMN03996255	FDAARGOS_106		FDAARGOS_106		Not Applicable	FDA CFSAN	1982	USA: MD	shark	Not Applicable	FDA:FDAARGOS_106	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST	
Vibrio diabolicus			50719	ARGOS_000010	v1.4	PRJNA231221	SAMN03996254	FDAARGOS_99		FDAARGOS_99		Not Applicable	FDA CFSAN	1973	South Africa	cured hides	Not Applicable	FDA:FDAARGOS_99	Environment	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	16S and MLST	
Vibrio cholerae		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	666	ARGOS_000010	v1.4	PRJNA231221	SAMN03996252	FDAARGOS_102		FDAARGOS_102		Not Applicable	FDA CFSAN	1963	India: Calcutta	human	Not Applicable	FDA:FDAARGOS_102	Homo sapiens	Missing	Missing	Vibrio infection	Missing	Missing	Missing	Missing	16S and MLST	
Bordetella pertussis		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella	520	ARGOS_000010	v1.4	PRJNA231221	SAMN03996251	FDAARGOS_178		FDAARGOS_178		Not Applicable	ATCC	1952	USA: VA	human	Not Applicable	ATCC:9797D-5	Homo sapiens	Missing	Missing	Testing pertussin vaccine	Missing	Missing	Missing	Missing	culture, 16S	
Bordetella parapertussis		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella	519	ARGOS_000010	v1.4	PRJNA231221	SAMN03996248	FDAARGOS_177		FDAARGOS_177		Not Applicable	ATCC	1935	USA: VA	cough plate	Not Applicable	ATCC:15311D-5	Homo sapiens	Missing	Missing	Whooping cough	Missing	Missing	Missing	Missing	culture, 16S	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255489	FDAARGOS_50		FDAARGOS_50		Not Applicable	Rockefeller University	2003	Missing	human	Not Applicable	FDA:FDAARGOS_50	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255488	FDAARGOS_49		FDAARGOS_49		Not Applicable	Rockefeller University	1996	USA:New York	human	Not Applicable	FDA:FDAARGOS_49	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255487	FDAARGOS_48		FDAARGOS_48		Not Applicable	Rockefeller University	1996	Portugal:Lisbon	child - hospital pneumology ward	Not Applicable	FDA:FDAARGOS_48	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255486	FDAARGOS_47		FDAARGOS_47		Not Applicable	Rockefeller University	1992	Portugal	human	Not Applicable	FDA:FDAARGOS_47	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255485	FDAARGOS_46		FDAARGOS_46		Not Applicable	Rockefeller University	1964	Denmark	blood	Not Applicable	FDA:FDAARGOS_46	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255484	FDAARGOS_45		FDAARGOS_45		Not Applicable	Rockefeller University	2002	Denmark	human	Not Applicable	FDA:FDAARGOS_45	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255483	FDAARGOS_44		FDAARGOS_44		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_44	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255482	FDAARGOS_43		FDAARGOS_43		Not Applicable	Rockefeller University	1998	USA:North Dakota	fatal septicaemia and septic arthritis in a 16-month-old American-Indian girl who had no risk factors associated with health care	Not Applicable	FDA:FDAARGOS_43	Homo sapiens	16M	Missing	Fatal septicaemia and septic arthritis	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255480	FDAARGOS_41		FDAARGOS_41		Not Applicable	Rockefeller University	2002	USA:Michigan	foot ulcer of a diabetic patient	Not Applicable	FDA:FDAARGOS_41	Homo sapiens	40Y	Missing	Foot ulcer of diabetic patient	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255479	FDAARGOS_40		FDAARGOS_40		Not Applicable	Rockefeller University	Missing	Japan	wound	Not Applicable	FDA:FDAARGOS_40	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus sp. FDAARGOS_39		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; unclassified Staphylococcus	2201033	ARGOS_000010	v1.4	PRJNA231221	SAMN03255478	FDAARGOS_39		FDAARGOS_39		Not Applicable	Rockefeller University	Missing	France	wound from outpatient	Not Applicable	FDA:FDAARGOS_39	Homo sapiens	Missing	Missing	Associated with TSST-1-mediated disease (scarlet fever)	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255477	FDAARGOS_38		FDAARGOS_38		Not Applicable	Rockefeller University	2004	USA:New York	urine from long term care facility	Not Applicable	FDA:FDAARGOS_38	Homo sapiens	Missing	Missing	MRSA pneumonia	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255476	FDAARGOS_37		FDAARGOS_37		Not Applicable	Rockefeller University	1996	Japan	purulent sputum, cardio thoracic surgery	Not Applicable	FDA:FDAARGOS_37	Homo sapiens	64Y	Missing	Lung cancer patient with MRSA pneumonia	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255475	FDAARGOS_36		FDAARGOS_36		Not Applicable	Rockefeller University	Missing	France	skin infection	Not Applicable	FDA:FDAARGOS_36	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255474	FDAARGOS_35		FDAARGOS_35		Not Applicable	Rockefeller University	2001	USA:Massachusetts	peritoneal fluid inpatient/outpatient	Not Applicable	FDA:FDAARGOS_35	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255473	FDAARGOS_34		FDAARGOS_34		Not Applicable	Rockefeller University	Missing	USA	human	Not Applicable	FDA:FDAARGOS_34	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255472	FDAARGOS_33		FDAARGOS_33		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_33	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255471	FDAARGOS_32		FDAARGOS_32		Not Applicable	Rockefeller University	1935	United Kingdom: London	septic arthritis	Not Applicable	FDA:FDAARGOS_32	Homo sapiens	Missing	Missing	Septic arthritis	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255470	FDAARGOS_31		FDAARGOS_31		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_31	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255469	FDAARGOS_30		FDAARGOS_30		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_30	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255468	FDAARGOS_29		FDAARGOS_29		Not Applicable	Rockefeller University	1999	USA:NY	bloodstream of an adult FeMale ICU patient	Not Applicable	FDA:FDAARGOS_29	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255467	FDAARGOS_28		FDAARGOS_28		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_28	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255466	FDAARGOS_27		FDAARGOS_27		Not Applicable	Rockefeller University	1960	Missing	sepsis patient	Not Applicable	FDA:FDAARGOS_27	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255465	FDAARGOS_26		FDAARGOS_26		Not Applicable	Rockefeller University	Missing	USA:Washington	wound	Not Applicable	FDA:FDAARGOS_26	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255464	FDAARGOS_25		FDAARGOS_25		Not Applicable	Rockefeller University	1996	Japan	Isolated from pus and debrided tissue at surgical incision in sternum	Not Applicable	FDA:FDAARGOS_25	Homo sapiens	4M	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255463	FDAARGOS_24		FDAARGOS_24		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_24	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255462	FDAARGOS_23		FDAARGOS_23		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_23	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255461	FDAARGOS_22		FDAARGOS_22		Not Applicable	Rockefeller University	Missing	USA:Tennessee	sputum	Not Applicable	FDA:FDAARGOS_22	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255460	FDAARGOS_21		FDAARGOS_21		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_21	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255459	FDAARGOS_20		FDAARGOS_20		Not Applicable	Rockefeller University	Missing	Missing	wound	Not Applicable	FDA:FDAARGOS_20	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255458	FDAARGOS_19		FDAARGOS_19		Not Applicable	Rockefeller University	Missing	Missing	wound	Not Applicable	FDA:FDAARGOS_19	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255457	FDAARGOS_18		FDAARGOS_18		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_18	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255456	FDAARGOS_17		FDAARGOS_17		Not Applicable	Rockefeller University	Missing	Missing	vaginal tampon	Not Applicable	FDA:FDAARGOS_17	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255455	FDAARGOS_16		FDAARGOS_16		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_16	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255454	FDAARGOS_15		FDAARGOS_15		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_15	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255453	FDAARGOS_14		FDAARGOS_14		Not Applicable	Rockefeller University	1971	Missing	human	Not Applicable	FDA:FDAARGOS_14	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
Staphylococcus aureus		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	1280	ARGOS_000010	v1.4	PRJNA231221	SAMN03255452	FDAARGOS_13		FDAARGOS_13		Not Applicable	Rockefeller University	Missing	Missing	human	Not Applicable	FDA:FDAARGOS_13	Homo sapiens	Missing	Missing	Missing	Missing	Missing	Missing	Missing	phenotypic identification	
