organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	sra_run_id	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method
Elizabethkingia bruuniana	Not applicable	cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1756149	ARGOS_000091	v1.6	PRJNA231221	SAMN16357200	FDAARGOS_1031	SRR12825877	GCF_016599835.1	Pathogen: clinical or host-associated sample from Elizabethkingia bruuniana	Sequel	Not applicable	ATCC	Unknown	USA:VA	missing	Not applicable	ATCC:33958D	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Delftia acidovorans	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	80866	ARGOS_000091	v1.6	PRJNA231221	SAMN16357166	FDAARGOS_997	SRR12827395	GCF_016127415.1	Pathogen: clinical or host-associated sample from Delftia acidovorans	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:39	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Delftia acidovorans	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	80866	ARGOS_000091	v1.6	PRJNA231221	SAMN16357166	FDAARGOS_997	SRR12827394	GCF_016127415.1	Pathogen: clinical or host-associated sample from Delftia acidovorans	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:39	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Edwardsiella tarda		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	636	ARGOS_000091	v1.6	PRJNA231221	SAMN07312414	FDAARGOS_370	SRR5866646	GCF_002554415.1	Pathogen: clinical or host-associated sample from Edwardsiella tarda	PacBio RS	Not Applicable	George Washington University	6/24/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_370	Homo sapiens	52Y	Missing	Missing	Missing	Missing	Missing	male	Phenotypic characterization
Edwardsiella tarda		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	636	ARGOS_000091	v1.6	PRJNA231221	SAMN07312414	FDAARGOS_370	SRR5866647	GCF_002554415.1	Pathogen: clinical or host-associated sample from Edwardsiella tarda	Illumina HiSeq 4000	Not Applicable	George Washington University	6/24/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_370	Homo sapiens	52Y	Missing	Missing	Missing	Missing	Missing	male	Phenotypic characterization
Edwardsiella tarda		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Hafniaceae; Edwardsiella	636	ARGOS_000091	v1.6	PRJNA231221	SAMN07312414	FDAARGOS_370	SRR5866645	GCF_002554415.1	Pathogen: clinical or host-associated sample from Edwardsiella tarda	PacBio RS	Not Applicable	George Washington University	6/24/14	USA:DC	blood	Not Applicable	FDA:FDAARGOS_370	Homo sapiens	52Y	Missing	Missing	Missing	Missing	Missing	male	Phenotypic characterization
Delftia acidovorans	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	80866	ARGOS_000091	v1.6	PRJNA231221	SAMN13450469	FDAARGOS_939	SRR12047132	GCF_016026535.1	Pathogen: clinical or host-associated sample from Delftia acidovorans	PacBio RS	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:17854	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Delftia acidovorans	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	80866	ARGOS_000091	v1.6	PRJNA231221	SAMN13450469	FDAARGOS_939	SRR12047131	GCF_016026535.1	Pathogen: clinical or host-associated sample from Delftia acidovorans	PacBio RS	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:17854	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Delftia acidovorans	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Delftia	80866	ARGOS_000091	v1.6	PRJNA231221	SAMN13450469	FDAARGOS_939	SRR12047133	GCF_016026535.1	Pathogen: clinical or host-associated sample from Delftia acidovorans	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Not applicable	missing	Not applicable	DSM:17854	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Dermabacter jinjuensis	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Dermabacter	1667168	ARGOS_000091	v1.6	PRJNA231221	SAMN22091652	FDAARGOS_1555	SRR17117176	GCF_020736445.1	Pathogen: clinical or host-associated sample from Dermabacter jinjuensis	Sequel	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:101003	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Dermabacter jinjuensis	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Dermabacter	1667168	ARGOS_000091	v1.6	PRJNA231221	SAMN22091652	FDAARGOS_1555	SRR17117175	GCF_020736445.1	Pathogen: clinical or host-associated sample from Dermabacter jinjuensis	Illumina NovaSeq 6000	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:101003	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei subsp. oharae	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex; Enterobacter hormaechei	301102	ARGOS_000091	v1.6	PRJNA231221	SAMN21402700	FDAARGOS_1533	SRR16251400	GCF_020097195.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei subsp. oharae	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:16687	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei subsp. oharae	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex; Enterobacter hormaechei	301102	ARGOS_000091	v1.6	PRJNA231221	SAMN21402700	FDAARGOS_1533	SRR16251401	GCF_020097195.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei subsp. oharae	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:16687	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterocloster clostridioformis		cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Enterocloster	1531	ARGOS_000091	v1.6	PRJNA231221	SAMN11056454	FDAARGOS_739	SRR9176587	GCF_012273195.1	Pathogen: clinical or host-associated sample from Enterocloster clostridioformis	PacBio RS		BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	inflamed biopsy tissue from cecum	Not applicable	FDA:FDAARGOS_739	Homo sapiens	28Y	Not applicable	Ulcerative colitis	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods
Enterocloster clostridioformis		cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Enterocloster	1531	ARGOS_000091	v1.6	PRJNA231221	SAMN11056454	FDAARGOS_739	SRR9176588	GCF_012273195.1	Pathogen: clinical or host-associated sample from Enterocloster clostridioformis	PacBio RS		BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	inflamed biopsy tissue from cecum	Not applicable	FDA:FDAARGOS_739	Homo sapiens	28Y	Not applicable	Ulcerative colitis	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods
Enterocloster clostridioformis		cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Enterocloster	1531	ARGOS_000091	v1.6	PRJNA231221	SAMN11056454	FDAARGOS_739	SRR9176589	GCF_012273195.1	Pathogen: clinical or host-associated sample from Enterocloster clostridioformis	Illumina HiSeq 4000		BEI Resources/American Type and Culture Collection (ATCC)	Unknown	USA:VA	inflamed biopsy tissue from cecum	Not applicable	FDA:FDAARGOS_739	Homo sapiens	28Y	Not applicable	Ulcerative colitis	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods
Enterococcus casseliflavus	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	37734	ARGOS_000091	v1.6	PRJNA231221	SAMN16357167	FDAARGOS_998	SRR12827468	GCF_016127635.1	Pathogen: clinical or host-associated sample from Enterococcus casseliflavus	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:7370	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus casseliflavus	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	37734	ARGOS_000091	v1.6	PRJNA231221	SAMN16357167	FDAARGOS_998	SRR12827467	GCF_016127635.1	Pathogen: clinical or host-associated sample from Enterococcus casseliflavus	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:7370	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus faecium		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1352	ARGOS_000091	v1.6	PRJNA231221	SAMN06173344	FDAARGOS_331	SRR5419935	GCF_002891175.1	Pathogen: clinical or host-associated sample from Enterococcus faecium	PacBio RS	Not Applicable	Children's National Hospital	2/5/15	USA:DC	stool	Not Applicable	FDA:FDAARGOS_331	Homo sapiens	7M	Missing	Colonization	Missing	Missing	Missing	male	Phenotypic identification
Enterococcus faecium		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1352	ARGOS_000091	v1.6	PRJNA231221	SAMN06173344	FDAARGOS_331	SRR5419934	GCF_002891175.1	Pathogen: clinical or host-associated sample from Enterococcus faecium	Illumina HiSeq 2500	Not Applicable	Children's National Hospital	2/5/15	USA:DC	stool	Not Applicable	FDA:FDAARGOS_331	Homo sapiens	7M	Missing	Colonization	Missing	Missing	Missing	male	Phenotypic identification
Enterococcus casseliflavus	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	37734	ARGOS_000091	v1.6	PRJNA231221	SAMN16357290	FDAARGOS_1121	SRR12937505	GCF_016727325.1	Pathogen: clinical or host-associated sample from Enterococcus casseliflavus	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:20382	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus casseliflavus	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	37734	ARGOS_000091	v1.6	PRJNA231221	SAMN16357290	FDAARGOS_1121	SRR12937506	GCF_016727325.1	Pathogen: clinical or host-associated sample from Enterococcus casseliflavus	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:20382	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus faecium		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1352	ARGOS_000091	v1.6	PRJNA231221	SAMN07312441	FDAARGOS_397	SRR5878734	GCF_002554355.1	Pathogen: environmental/food/other sample from Enterococcus faecium	Illumina HiSeq 4000	Not Applicable	USAMRIID	Missing	Missing	tonsil crypt	Not Applicable	FDA:FDAARGOS_397	Wildlife	Not Applicable	Not Applicable	Bacteremia	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic characterization
Enterococcus faecium		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1352	ARGOS_000091	v1.6	PRJNA231221	SAMN07312441	FDAARGOS_397	SRR5878733	GCF_002554355.1	Pathogen: environmental/food/other sample from Enterococcus faecium	PacBio RS	Not Applicable	USAMRIID	Missing	Missing	tonsil crypt	Not Applicable	FDA:FDAARGOS_397	Wildlife	Not Applicable	Not Applicable	Bacteremia	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Phenotypic characterization
Enterococcus sp. FDAARGOS_553	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; unclassified Enterococcus	2420313	ARGOS_000091	v1.6	PRJNA231221	SAMN10163246	FDAARGOS_553	SRR8180814	GCF_003812305.1	Pathogen: clinical or host-associated sample from Enterococcus sp. FDAARGOS_553	Illumina HiSeq 4000	Not applicable	University of North Carolina	Unknown	not applicable	clinical isolate	Not applicable	FDA:FDAARGOS_553	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus sp. FDAARGOS_553	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; unclassified Enterococcus	2420313	ARGOS_000091	v1.6	PRJNA231221	SAMN10163246	FDAARGOS_553	SRR8180812	GCF_003812305.1	Pathogen: clinical or host-associated sample from Enterococcus sp. FDAARGOS_553	PacBio RS	Not applicable	University of North Carolina	Unknown	not applicable	clinical isolate	Not applicable	FDA:FDAARGOS_553	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus sp. FDAARGOS_553	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; unclassified Enterococcus	2420313	ARGOS_000091	v1.6	PRJNA231221	SAMN10163246	FDAARGOS_553	SRR8180813	GCF_003812305.1	Pathogen: clinical or host-associated sample from Enterococcus sp. FDAARGOS_553	PacBio RS	Not applicable	University of North Carolina	Unknown	not applicable	clinical isolate	Not applicable	FDA:FDAARGOS_553	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus faecalis		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1351	ARGOS_000091	v1.6	PRJNA231221	SAMN06173337	FDAARGOS_324	SRR5419826	GCF_003030425.1	Pathogen: clinical or host-associated sample from Enterococcus faecalis	Illumina HiSeq 2500	Not Applicable	Children's National Hospital	1/13/15	USA:DC	eye	Not Applicable	FDA:FDAARGOS_324	Homo sapiens	3M	Missing	Drainage	Missing	Missing	Missing	male	Phenotypic identification
Enterococcus faecalis		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1351	ARGOS_000091	v1.6	PRJNA231221	SAMN06173337	FDAARGOS_324	SRR5419827	GCF_003030425.1	Pathogen: clinical or host-associated sample from Enterococcus faecalis	PacBio RS	Not Applicable	Children's National Hospital	1/13/15	USA:DC	eye	Not Applicable	FDA:FDAARGOS_324	Homo sapiens	3M	Missing	Drainage	Missing	Missing	Missing	male	Phenotypic identification
Enterococcus hirae	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1354	ARGOS_000091	v1.6	PRJNA231221	SAMN16357293	FDAARGOS_1124	SRR12937575	GCF_016727125.1	Pathogen: clinical or host-associated sample from Enterococcus hirae	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:27815	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus hirae	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1354	ARGOS_000091	v1.6	PRJNA231221	SAMN16357293	FDAARGOS_1124	SRR12937576	GCF_016727125.1	Pathogen: clinical or host-associated sample from Enterococcus hirae	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:27815	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus hirae	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1354	ARGOS_000091	v1.6	PRJNA231221	SAMN16357293	FDAARGOS_1124	SRR12937577	GCF_016727125.1	Pathogen: clinical or host-associated sample from Enterococcus hirae	PacBio RS	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:27815	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus faecalis	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1351	ARGOS_000091	v1.6	PRJNA231221	SAMN10346775	FDAARGOS_611	SRR9160489	GCF_006364815.1	Pathogen: environmental/food/other sample from Enterococcus faecalis	PacBio RS	Not applicable	ZYMO RESEARCH<ATCC<NY State Dept Hlth	Unknown	USA: New York	Meat involved in food poisoning, New York	Not applicable	FDA:FDAARGOS_611	ZymoBIOMICS Microbial Community Standard Strain	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Phenotypic and Molecular Methods
Enterococcus faecalis	Not applicable	cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1351	ARGOS_000091	v1.6	PRJNA231221	SAMN10346775	FDAARGOS_611	SRR9160488	GCF_006364815.1	Pathogen: environmental/food/other sample from Enterococcus faecalis	Illumina HiSeq 4000	Not applicable	ZYMO RESEARCH<ATCC<NY State Dept Hlth	Unknown	USA: New York	Meat involved in food poisoning, New York	Not applicable	FDA:FDAARGOS_611	ZymoBIOMICS Microbial Community Standard Strain	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Phenotypic and Molecular Methods
Enterococcus faecalis		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	1351	ARGOS_000091	v1.6	PRJNA231221	SAMN06173352	FDAARGOS_339	SRR5427932	GCF_002206545.2	Pathogen: clinical or host-associated sample from Enterococcus faecalis	Illumina HiSeq 2500	Not Applicable	Children's National Hospital	3/6/15	USA:DC	stool	Not Applicable	FDA:FDAARGOS_339	Homo sapiens	5D	Missing	Colonization	Missing	Missing	Missing	female	Phenotypic identification
